time_unix, id, temperature_raw, temperature_celsius, humidity_raw, humidity_percent
1695087812, 10, 26688, 27.192383, 31124, 47.491455
1695087813, 10, 26688, 27.192383, 31152, 47.534180
1695087814, 10, 26688, 27.192383, 31160, 47.546387
1695087815, 10, 26692, 27.202454, 31140, 47.515869
1695087816, 10, 26684, 27.182312, 31132, 47.503662
1695087817, 10, 26684, 27.182312, 31140, 47.515869
1695087818, 10, 26688, 27.192383, 31144, 47.521973
1695087819, 10, 26684, 27.182312, 31140, 47.515869
1695087820, 10, 26684, 27.182312, 31136, 47.509766
1695087821, 10, 26688, 27.192383, 31148, 47.528076
1695087822, 10, 26692, 27.202454, 31120, 47.485352
1695087823, 10, 26688, 27.192383, 31144, 47.521973
1695087824, 10, 26688, 27.192383, 31152, 47.534180
1695087825, 10, 26688, 27.192383, 31116, 47.479248
1695087826, 10, 26688, 27.192383, 31136, 47.509766
1695087827, 10, 26684, 27.182312, 31160, 47.546387
1695087828, 10, 26684, 27.182312, 31120, 47.485352
1695087829, 10, 26692, 27.202454, 31132, 47.503662
1695087840, 10, 26688, 27.192383, 31140, 47.515869
1695087841, 10, 26684, 27.182312, 31144, 47.521973
1695087842, 10, 26684, 27.182312, 31132, 47.503662
1695087843, 10, 26688, 27.192383, 31152, 47.534180
1695087844, 10, 26688, 27.192383, 31120, 47.485352
1695087845, 10, 26684, 27.182312, 31140, 47.515869
1695087846, 10, 26688, 27.192383, 31120, 47.485352
1695087847, 10, 26684, 27.182312, 31144, 47.521973
1695087848, 10, 26692, 27.202454, 31144, 47.521973
1695087849, 10, 26684, 27.182312, 31140, 47.515869
1695087850, 10, 26688, 27.192383, 31132, 47.503662
1695087851, 10, 26692, 27.202454, 31156, 47.540283
1695087853, 10, 26688, 27.192383, 31132, 47.503662
1695087854, 10, 26688, 27.192383, 31152, 47.534180
1695087855, 10, 26688, 27.192383, 31152, 47.534180
1695087856, 10, 26684, 27.182312, 31160, 47.546387
1695087857, 10, 26688, 27.192383, 31152, 47.534180
1695087858, 10, 26684, 27.182312, 31164, 47.552490
1695087859, 10, 26688, 27.192383, 31156, 47.540283
1695087860, 10, 26684, 27.182312, 31140, 47.515869
1695087861, 10, 26688, 27.192383, 31136, 47.509766
1695087862, 10, 26692, 27.202454, 31136, 47.509766
1695087863, 10, 26688, 27.192383, 31136, 47.509766
1695087864, 10, 26688, 27.192383, 31152, 47.534180
1695087865, 10, 26684, 27.182312, 31112, 47.473145
1695087866, 10, 26692, 27.202454, 31124, 47.491455
1695087867, 10, 26688, 27.192383, 31116, 47.479248
1695087868, 10, 26688, 27.192383, 31124, 47.491455
1695087878, 10, 26684, 27.182312, 31108, 47.467041
1695087879, 10, 26688, 27.192383, 31120, 47.485352
1695087880, 10, 26688, 27.192383, 31116, 47.479248
1695087881, 10, 26692, 27.202454, 31124, 47.491455
1695087882, 10, 26688, 27.192383, 31112, 47.473145
1695087883, 10, 26688, 27.192383, 31104, 47.460938
1695087884, 10, 26692, 27.202454, 31120, 47.485352
1695087885, 10, 26692, 27.202454, 31112, 47.473145
1695087886, 10, 26688, 27.192383, 31116, 47.479248
1695087887, 10, 26688, 27.192383, 31124, 47.491455
1695087888, 10, 26688, 27.192383, 31116, 47.479248
1695087889, 10, 26688, 27.192383, 31108, 47.467041
1695087890, 10, 26692, 27.202454, 31108, 47.467041
1695087891, 10, 26692, 27.202454, 31108, 47.467041
1695087892, 10, 26688, 27.192383, 31100, 47.454834
1695087893, 10, 26688, 27.192383, 31100, 47.454834
1695087894, 10, 26692, 27.202454, 31092, 47.442627
1695087895, 10, 26688, 27.192383, 31128, 47.497559
1695087896, 10, 26688, 27.192383, 31104, 47.460938
1695087897, 10, 26688, 27.192383, 31096, 47.448730
1695087898, 10, 26692, 27.202454, 31116, 47.479248
1695087900, 10, 26696, 27.212524, 31112, 47.473145
1695087901, 10, 26692, 27.202454, 31092, 47.442627
1695087902, 10, 26688, 27.192383, 31104, 47.460938
1695087903, 10, 26688, 27.192383, 31096, 47.448730
1695087904, 10, 26688, 27.192383, 31076, 47.418213
1695087905, 10, 26696, 27.212524, 31096, 47.448730
1695087906, 10, 26688, 27.192383, 31088, 47.436523
1695087907, 10, 26688, 27.192383, 31076, 47.418213
1695087917, 10, 26692, 27.202454, 31092, 47.442627
1695087918, 10, 26692, 27.202454, 31080, 47.424316
1695087919, 10, 26696, 27.212524, 31092, 47.442627
1695087920, 10, 26696, 27.212524, 31084, 47.430420
1695087921, 10, 26692, 27.202454, 31056, 47.387695
1695087922, 10, 26688, 27.192383, 31092, 47.442627
1695087923, 10, 26692, 27.202454, 31064, 47.399902
1695087924, 10, 26688, 27.192383, 31072, 47.412109
1695087925, 10, 26692, 27.202454, 31108, 47.467041
1695087926, 10, 26688, 27.192383, 31120, 47.485352
1695087927, 10, 26696, 27.212524, 31108, 47.467041
1695087928, 10, 26688, 27.192383, 31100, 47.454834
1695087929, 10, 26696, 27.212524, 31088, 47.436523
1695087930, 10, 26692, 27.202454, 31092, 47.442627
1695087931, 10, 26692, 27.202454, 31108, 47.467041
1695087932, 10, 26692, 27.202454, 31076, 47.418213
1695087933, 10, 26692, 27.202454, 31104, 47.460938
1695087934, 10, 26696, 27.212524, 31116, 47.479248
1695087935, 10, 26688, 27.192383, 31124, 47.491455
1695087936, 10, 26696, 27.212524, 31104, 47.460938
1695087937, 10, 26688, 27.192383, 31104, 47.460938
1695087938, 10, 26692, 27.202454, 31108, 47.467041
1695087939, 10, 26692, 27.202454, 31088, 47.436523
1695087940, 10, 26696, 27.212524, 31088, 47.436523
1695087941, 10, 26692, 27.202454, 31092, 47.442627
1695087942, 10, 26696, 27.212524, 31084, 47.430420
1695087943, 10, 26688, 27.192383, 31064, 47.399902
1695087954, 10, 26696, 27.212524, 31112, 47.473145
1695087955, 10, 26696, 27.212524, 31128, 47.497559
1695087956, 10, 26696, 27.212524, 31092, 47.442627
1695087957, 10, 26692, 27.202454, 31092, 47.442627
1695087958, 10, 26692, 27.202454, 31084, 47.430420
1695087959, 10, 26692, 27.202454, 31120, 47.485352
1695087960, 10, 26696, 27.212524, 31084, 47.430420
1695087961, 10, 26692, 27.202454, 31080, 47.424316
1695087962, 10, 26696, 27.212524, 31080, 47.424316
1695087963, 10, 26692, 27.202454, 31096, 47.448730
1695087964, 10, 26696, 27.212524, 31100, 47.454834
1695087965, 10, 26696, 27.212524, 31080, 47.424316
1695087966, 10, 26696, 27.212524, 31080, 47.424316
1695087967, 10, 26696, 27.212524, 31096, 47.448730
1695087968, 10, 26692, 27.202454, 31108, 47.467041
1695087969, 10, 26692, 27.202454, 31092, 47.442627
1695087970, 10, 26692, 27.202454, 31092, 47.442627
1695087971, 10, 26692, 27.202454, 31116, 47.479248
1695087972, 10, 26700, 27.222595, 31088, 47.436523
1695087973, 10, 26692, 27.202454, 31108, 47.467041
1695087974, 10, 26692, 27.202454, 31116, 47.479248
1695087975, 10, 26692, 27.202454, 31112, 47.473145
1695087976, 10, 26696, 27.212524, 31120, 47.485352
1695087977, 10, 26696, 27.212524, 31124, 47.491455
1695087978, 10, 26696, 27.212524, 31124, 47.491455
1695087979, 10, 26692, 27.202454, 31120, 47.485352
1695087980, 10, 26692, 27.202454, 31120, 47.485352
1695087981, 10, 26696, 27.212524, 31100, 47.454834
1695087993, 10, 26700, 27.222595, 31136, 47.509766
1695087994, 10, 26700, 27.222595, 31124, 47.491455
1695087995, 10, 26700, 27.222595, 31124, 47.491455
1695087996, 10, 26700, 27.222595, 31136, 47.509766
1695087997, 10, 26700, 27.222595, 31124, 47.491455
1695087998, 10, 26696, 27.212524, 31104, 47.460938
1695087999, 10, 26692, 27.202454, 31124, 47.491455
1695088000, 10, 26696, 27.212524, 31120, 47.485352
1695088001, 10, 26696, 27.212524, 31128, 47.497559
1695088002, 10, 26696, 27.212524, 31132, 47.503662
1695088003, 10, 26696, 27.212524, 31132, 47.503662
1695088004, 10, 26696, 27.212524, 31132, 47.503662
1695088005, 10, 26700, 27.222595, 31120, 47.485352
1695088006, 10, 26700, 27.222595, 31128, 47.497559
1695088007, 10, 26696, 27.212524, 31124, 47.491455
1695088008, 10, 26696, 27.212524, 31116, 47.479248
1695088009, 10, 26696, 27.212524, 31124, 47.491455
1695088010, 10, 26696, 27.212524, 31132, 47.503662
1695088011, 10, 26700, 27.222595, 31132, 47.503662
1695088012, 10, 26696, 27.212524, 31144, 47.521973
1695088013, 10, 26696, 27.212524, 31124, 47.491455
1695088014, 10, 26700, 27.222595, 31132, 47.503662
1695088015, 10, 26696, 27.212524, 31108, 47.467041
1695088016, 10, 26696, 27.212524, 31128, 47.497559
1695088017, 10, 26696, 27.212524, 31128, 47.497559
1695088018, 10, 26696, 27.212524, 31132, 47.503662
1695088019, 10, 26700, 27.222595, 31152, 47.534180
1695088030, 10, 26700, 27.222595, 31120, 47.485352
1695088031, 10, 26696, 27.212524, 31132, 47.503662
1695088032, 10, 26700, 27.222595, 31140, 47.515869
1695088033, 10, 26700, 27.222595, 31120, 47.485352
1695088034, 10, 26700, 27.222595, 31136, 47.509766
1695088035, 10, 26700, 27.222595, 31148, 47.528076
1695088036, 10, 26696, 27.212524, 31128, 47.497559
1695088037, 10, 26696, 27.212524, 31132, 47.503662
1695088038, 10, 26700, 27.222595, 31148, 47.528076
1695088039, 10, 26700, 27.222595, 31128, 47.497559
1695088040, 10, 26696, 27.212524, 31136, 47.509766
1695088041, 10, 26700, 27.222595, 31132, 47.503662
1695088042, 10, 26696, 27.212524, 31144, 47.521973
1695088043, 10, 26696, 27.212524, 31140, 47.515869
1695088044, 10, 26696, 27.212524, 31156, 47.540283
1695088045, 10, 26696, 27.212524, 31140, 47.515869
1695088046, 10, 26700, 27.222595, 31128, 47.497559
1695088047, 10, 26704, 27.232666, 31128, 47.497559
1695088048, 10, 26696, 27.212524, 31140, 47.515869
1695088049, 10, 26696, 27.212524, 31120, 47.485352
1695088050, 10, 26696, 27.212524, 31148, 47.528076
1695088051, 10, 26696, 27.212524, 31144, 47.521973
1695088052, 10, 26696, 27.212524, 31152, 47.534180
1695088053, 10, 26696, 27.212524, 31136, 47.509766
1695088054, 10, 26700, 27.222595, 31144, 47.521973
1695088055, 10, 26696, 27.212524, 31140, 47.515869
1695088056, 10, 26700, 27.222595, 31136, 47.509766
1695088068, 10, 26700, 27.222595, 31112, 47.473145
1695088069, 10, 26696, 27.212524, 31116, 47.479248
1695088070, 10, 26700, 27.222595, 31108, 47.467041
1695088071, 10, 26696, 27.212524, 31096, 47.448730
1695088072, 10, 26700, 27.222595, 31120, 47.485352
1695088073, 10, 26700, 27.222595, 31100, 47.454834
1695088074, 10, 26696, 27.212524, 31092, 47.442627
1695088075, 10, 26708, 27.242737, 31096, 47.448730
1695088076, 10, 26700, 27.222595, 31096, 47.448730
1695088077, 10, 26704, 27.232666, 31108, 47.467041
1695088078, 10, 26696, 27.212524, 31104, 47.460938
1695088079, 10, 26700, 27.222595, 31108, 47.467041
1695088080, 10, 26700, 27.222595, 31116, 47.479248
1695088081, 10, 26700, 27.222595, 31108, 47.467041
1695088082, 10, 26704, 27.232666, 31100, 47.454834
1695088083, 10, 26700, 27.222595, 31104, 47.460938
1695088084, 10, 26704, 27.232666, 31096, 47.448730
1695088085, 10, 26700, 27.222595, 31124, 47.491455
1695088086, 10, 26700, 27.222595, 31132, 47.503662
1695088087, 10, 26700, 27.222595, 31116, 47.479248
1695088088, 10, 26704, 27.232666, 31104, 47.460938
1695088089, 10, 26696, 27.212524, 31128, 47.497559
1695088090, 10, 26704, 27.232666, 31128, 47.497559
1695088091, 10, 26700, 27.222595, 31128, 47.497559
1695088092, 10, 26696, 27.212524, 31124, 47.491455
1695088093, 10, 26704, 27.232666, 31116, 47.479248
1695088094, 10, 26700, 27.222595, 31112, 47.473145
1695088095, 10, 26700, 27.222595, 31144, 47.521973
1695088106, 10, 26700, 27.222595, 31096, 47.448730
1695088107, 10, 26696, 27.212524, 31096, 47.448730
1695088108, 10, 26704, 27.232666, 31072, 47.412109
1695088109, 10, 26704, 27.232666, 31108, 47.467041
1695088110, 10, 26704, 27.232666, 31084, 47.430420
1695088111, 10, 26700, 27.222595, 31100, 47.454834
1695088112, 10, 26700, 27.222595, 31076, 47.418213
1695088113, 10, 26700, 27.222595, 31044, 47.369385
1695088114, 10, 26700, 27.222595, 31096, 47.448730
1695088115, 10, 26704, 27.232666, 31108, 47.467041
1695088116, 10, 26700, 27.222595, 31088, 47.436523
1695088117, 10, 26700, 27.222595, 31084, 47.430420
1695088118, 10, 26708, 27.242737, 31084, 47.430420
1695088119, 10, 26708, 27.242737, 31084, 47.430420
1695088120, 10, 26708, 27.242737, 31084, 47.430420
1695088121, 10, 26700, 27.222595, 31104, 47.460938
1695088122, 10, 26696, 27.212524, 31076, 47.418213
1695088123, 10, 26700, 27.222595, 31088, 47.436523
1695088124, 10, 26700, 27.222595, 31088, 47.436523
1695088125, 10, 26708, 27.242737, 31096, 47.448730
1695088126, 10, 26704, 27.232666, 31092, 47.442627
1695088127, 10, 26700, 27.222595, 31120, 47.485352
1695088128, 10, 26704, 27.232666, 31072, 47.412109
1695088129, 10, 26700, 27.222595, 31108, 47.467041
1695088130, 10, 26704, 27.232666, 31104, 47.460938
1695088131, 10, 26704, 27.232666, 31096, 47.448730
1695088132, 10, 26704, 27.232666, 31100, 47.454834
1695088133, 10, 26700, 27.222595, 31100, 47.454834
1695088144, 10, 26700, 27.222595, 31116, 47.479248
1695088145, 10, 26704, 27.232666, 31096, 47.448730
1695088146, 10, 26700, 27.222595, 31120, 47.485352
1695088147, 10, 26704, 27.232666, 31084, 47.430420
1695088148, 10, 26700, 27.222595, 31076, 47.418213
1695088149, 10, 26704, 27.232666, 31088, 47.436523
1695088150, 10, 26704, 27.232666, 31084, 47.430420
1695088151, 10, 26708, 27.242737, 31080, 47.424316
1695088152, 10, 26704, 27.232666, 31112, 47.473145
1695088153, 10, 26704, 27.232666, 31120, 47.485352
1695088154, 10, 26704, 27.232666, 31088, 47.436523
1695088155, 10, 26704, 27.232666, 31080, 47.424316
1695088156, 10, 26704, 27.232666, 31116, 47.479248
1695088157, 10, 26704, 27.232666, 31104, 47.460938
1695088158, 10, 26704, 27.232666, 31104, 47.460938
1695088159, 10, 26704, 27.232666, 31092, 47.442627
1695088160, 10, 26704, 27.232666, 31100, 47.454834
1695088161, 10, 26708, 27.242737, 31108, 47.467041
1695088162, 10, 26708, 27.242737, 31108, 47.467041
1695088163, 10, 26708, 27.242737, 31112, 47.473145
1695088164, 10, 26712, 27.252808, 31108, 47.467041
1695088165, 10, 26704, 27.232666, 31112, 47.473145
1695088166, 10, 26704, 27.232666, 31136, 47.509766
1695088167, 10, 26708, 27.242737, 31136, 47.509766
1695088168, 10, 26708, 27.242737, 31104, 47.460938
1695088169, 10, 26708, 27.242737, 31120, 47.485352
1695088170, 10, 26704, 27.232666, 31124, 47.491455
1695088171, 10, 26704, 27.232666, 31132, 47.503662
1695088182, 10, 26704, 27.232666, 31120, 47.485352
1695088183, 10, 26708, 27.242737, 31124, 47.491455
1695088184, 10, 26704, 27.232666, 31128, 47.497559
1695088185, 10, 26708, 27.242737, 31128, 47.497559
1695088186, 10, 26708, 27.242737, 31108, 47.467041
1695088187, 10, 26708, 27.242737, 31136, 47.509766
1695088188, 10, 26712, 27.252808, 31124, 47.491455
1695088189, 10, 26704, 27.232666, 31128, 47.497559
1695088191, 10, 26704, 27.232666, 31100, 47.454834
1695088192, 10, 26704, 27.232666, 31100, 47.454834
1695088193, 10, 26712, 27.252808, 31140, 47.515869
1695088194, 10, 26708, 27.242737, 31148, 47.528076
1695088195, 10, 26704, 27.232666, 31132, 47.503662
1695088196, 10, 26712, 27.252808, 31128, 47.497559
1695088197, 10, 26708, 27.242737, 31132, 47.503662
1695088198, 10, 26708, 27.242737, 31120, 47.485352
1695088199, 10, 26708, 27.242737, 31128, 47.497559
1695088200, 10, 26708, 27.242737, 31148, 47.528076
1695088201, 10, 26704, 27.232666, 31144, 47.521973
1695088202, 10, 26704, 27.232666, 31112, 47.473145
1695088203, 10, 26708, 27.242737, 31128, 47.497559
1695088204, 10, 26712, 27.252808, 31124, 47.491455
1695088205, 10, 26708, 27.242737, 31116, 47.479248
1695088206, 10, 26708, 27.242737, 31148, 47.528076
1695088207, 10, 26708, 27.242737, 31124, 47.491455
1695088208, 10, 26708, 27.242737, 31144, 47.521973
1695088209, 10, 26708, 27.242737, 31136, 47.509766
1695088210, 10, 26708, 27.242737, 31112, 47.473145
1695088220, 10, 26708, 27.242737, 31124, 47.491455
1695088221, 10, 26704, 27.232666, 31144, 47.521973
1695088222, 10, 26712, 27.252808, 31096, 47.448730
1695088223, 10, 26712, 27.252808, 31132, 47.503662
1695088224, 10, 26708, 27.242737, 31132, 47.503662
1695088225, 10, 26708, 27.242737, 31116, 47.479248
1695088226, 10, 26712, 27.252808, 31088, 47.436523
1695088227, 10, 26708, 27.242737, 31112, 47.473145
1695088228, 10, 26708, 27.242737, 31120, 47.485352
1695088229, 10, 26708, 27.242737, 31152, 47.534180
1695088230, 10, 26708, 27.242737, 31104, 47.460938
1695088231, 10, 26712, 27.252808, 31148, 47.528076
1695088232, 10, 26708, 27.242737, 31132, 47.503662
1695088233, 10, 26708, 27.242737, 31108, 47.467041
1695088234, 10, 26712, 27.252808, 31128, 47.497559
1695088236, 10, 26712, 27.252808, 31140, 47.515869
1695088237, 10, 26712, 27.252808, 31112, 47.473145
1695088238, 10, 26712, 27.252808, 31120, 47.485352
1695088239, 10, 26712, 27.252808, 31144, 47.521973
1695088240, 10, 26708, 27.242737, 31140, 47.515869
1695088241, 10, 26708, 27.242737, 31164, 47.552490
1695088242, 10, 26708, 27.242737, 31140, 47.515869
1695088243, 10, 26716, 27.262878, 31132, 47.503662
1695088244, 10, 26712, 27.252808, 31128, 47.497559
1695088245, 10, 26708, 27.242737, 31132, 47.503662
1695088246, 10, 26708, 27.242737, 31136, 47.509766
1695088247, 10, 26708, 27.242737, 31120, 47.485352
1695088248, 10, 26712, 27.252808, 31136, 47.509766
1695088258, 10, 26708, 27.242737, 31132, 47.503662
1695088259, 10, 26716, 27.262878, 31124, 47.491455
1695088260, 10, 26712, 27.252808, 31104, 47.460938
1695088261, 10, 26708, 27.242737, 31108, 47.467041
1695088262, 10, 26712, 27.252808, 31120, 47.485352
1695088263, 10, 26712, 27.252808, 31104, 47.460938
1695088264, 10, 26712, 27.252808, 31100, 47.454834
1695088265, 10, 26708, 27.242737, 31116, 47.479248
1695088266, 10, 26712, 27.252808, 31128, 47.497559
1695088267, 10, 26712, 27.252808, 31132, 47.503662
1695088268, 10, 26708, 27.242737, 31136, 47.509766
1695088269, 10, 26708, 27.242737, 31120, 47.485352
1695088270, 10, 26716, 27.262878, 31100, 47.454834
1695088271, 10, 26712, 27.252808, 31108, 47.467041
1695088272, 10, 26712, 27.252808, 31124, 47.491455
1695088273, 10, 26712, 27.252808, 31116, 47.479248
1695088274, 10, 26704, 27.232666, 31108, 47.467041
1695088275, 10, 26712, 27.252808, 31100, 47.454834
1695088276, 10, 26712, 27.252808, 31096, 47.448730
1695088277, 10, 26712, 27.252808, 31116, 47.479248
1695088278, 10, 26708, 27.242737, 31104, 47.460938
1695088279, 10, 26712, 27.252808, 31108, 47.467041
1695088280, 10, 26708, 27.242737, 31112, 47.473145
1695088282, 10, 26712, 27.252808, 31128, 47.497559
1695088283, 10, 26712, 27.252808, 31112, 47.473145
1695088284, 10, 26716, 27.262878, 31136, 47.509766
1695088285, 10, 26712, 27.252808, 31116, 47.479248
1695088286, 10, 26712, 27.252808, 31116, 47.479248
1695088296, 10, 26712, 27.252808, 31128, 47.497559
1695088297, 10, 26712, 27.252808, 31116, 47.479248
1695088298, 10, 26712, 27.252808, 31100, 47.454834
1695088299, 10, 26712, 27.252808, 31116, 47.479248
1695088300, 10, 26716, 27.262878, 31116, 47.479248
1695088301, 10, 26712, 27.252808, 31116, 47.479248
1695088302, 10, 26712, 27.252808, 31128, 47.497559
1695088303, 10, 26712, 27.252808, 31104, 47.460938
1695088304, 10, 26712, 27.252808, 31132, 47.503662
1695088305, 10, 26716, 27.262878, 31104, 47.460938
1695088306, 10, 26712, 27.252808, 31092, 47.442627
1695088307, 10, 26716, 27.262878, 31108, 47.467041
1695088308, 10, 26716, 27.262878, 31124, 47.491455
1695088309, 10, 26712, 27.252808, 31132, 47.503662
1695088310, 10, 26720, 27.272949, 31120, 47.485352
1695088311, 10, 26716, 27.262878, 31112, 47.473145
1695088312, 10, 26716, 27.262878, 31120, 47.485352
1695088313, 10, 26716, 27.262878, 31140, 47.515869
1695088314, 10, 26712, 27.252808, 31128, 47.497559
1695088315, 10, 26716, 27.262878, 31124, 47.491455
1695088316, 10, 26716, 27.262878, 31136, 47.509766
1695088317, 10, 26712, 27.252808, 31136, 47.509766
1695088318, 10, 26712, 27.252808, 31116, 47.479248
1695088319, 10, 26712, 27.252808, 31148, 47.528076
1695088320, 10, 26716, 27.262878, 31108, 47.467041
1695088321, 10, 26712, 27.252808, 31136, 47.509766
1695088322, 10, 26716, 27.262878, 31136, 47.509766
1695088323, 10, 26716, 27.262878, 31144, 47.521973
1695088335, 10, 26712, 27.252808, 31104, 47.460938
1695088336, 10, 26712, 27.252808, 31140, 47.515869
1695088337, 10, 26720, 27.272949, 31136, 47.509766
1695088338, 10, 26720, 27.272949, 31136, 47.509766
1695088339, 10, 26716, 27.262878, 31144, 47.521973
1695088340, 10, 26720, 27.272949, 31132, 47.503662
1695088341, 10, 26720, 27.272949, 31140, 47.515869
1695088342, 10, 26716, 27.262878, 31152, 47.534180
1695088343, 10, 26720, 27.272949, 31144, 47.521973
1695088344, 10, 26720, 27.272949, 31124, 47.491455
1695088345, 10, 26716, 27.262878, 31124, 47.491455
1695088346, 10, 26712, 27.252808, 31116, 47.479248
1695088347, 10, 26712, 27.252808, 31120, 47.485352
1695088348, 10, 26716, 27.262878, 31152, 47.534180
1695088349, 10, 26720, 27.272949, 31140, 47.515869
1695088350, 10, 26716, 27.262878, 31148, 47.528076
1695088351, 10, 26716, 27.262878, 31148, 47.528076
1695088352, 10, 26716, 27.262878, 31136, 47.509766
1695088353, 10, 26712, 27.252808, 31140, 47.515869
1695088354, 10, 26716, 27.262878, 31152, 47.534180
1695088355, 10, 26716, 27.262878, 31160, 47.546387
1695088356, 10, 26716, 27.262878, 31152, 47.534180
1695088357, 10, 26716, 27.262878, 31148, 47.528076
1695088358, 10, 26720, 27.272949, 31140, 47.515869
1695088359, 10, 26716, 27.262878, 31120, 47.485352
1695088360, 10, 26716, 27.262878, 31104, 47.460938
1695088361, 10, 26716, 27.262878, 31116, 47.479248
1695088362, 10, 26720, 27.272949, 31124, 47.491455
1695088372, 10, 26720, 27.272949, 31144, 47.521973
1695088373, 10, 26716, 27.262878, 31120, 47.485352
1695088374, 10, 26716, 27.262878, 31104, 47.460938
1695088375, 10, 26716, 27.262878, 31120, 47.485352
1695088376, 10, 26716, 27.262878, 31116, 47.479248
1695088377, 10, 26716, 27.262878, 31124, 47.491455
1695088378, 10, 26716, 27.262878, 31156, 47.540283
1695088379, 10, 26720, 27.272949, 31144, 47.521973
1695088380, 10, 26716, 27.262878, 31104, 47.460938
1695088381, 10, 26716, 27.262878, 31140, 47.515869
1695088382, 10, 26720, 27.272949, 31132, 47.503662
1695088383, 10, 26720, 27.272949, 31112, 47.473145
1695088384, 10, 26712, 27.252808, 31112, 47.473145
1695088385, 10, 26720, 27.272949, 31116, 47.479248
1695088386, 10, 26720, 27.272949, 31136, 47.509766
1695088387, 10, 26716, 27.262878, 31136, 47.509766
1695088388, 10, 26724, 27.283020, 31148, 47.528076
1695088389, 10, 26720, 27.272949, 31124, 47.491455
1695088390, 10, 26724, 27.283020, 31148, 47.528076
1695088391, 10, 26716, 27.262878, 31156, 47.540283
