time_unix, id, temperature_raw, temperature_celsius, humidity_raw, humidity_percent
1699318320, 10, 25358, 23.843842, 41133, 62.763977
1699318324, 10, 25365, 23.861465, 41102, 62.716675
1699318328, 10, 25364, 23.858948, 41125, 62.751770
1699318332, 10, 25363, 23.856430, 41132, 62.762451
1699318336, 10, 25356, 23.838806, 41111, 62.730408
