time_unix, id, temperature_raw, temperature_celsius, humidity_raw, humidity_percent
1699319646, 10, 25436, 24.040222, 40201, 61.341858
1699319650, 10, 25435, 24.037704, 40180, 61.309814
1699319654, 10, 25436, 24.040222, 40207, 61.351013
